05/04 07:17:00 FINE sim.Admin|Log for simulation 12 started
05/04 07:17:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=1414552525, reachImps=12500, dayStart=3, dayEnd=12, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:17:21 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
05/04 07:17:21 INFO sim.Simulation|***** START OF TIME 2 *****
05/04 07:17:21 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=1414552525, reachImps=12500, dayStart=3, dayEnd=12, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:17:21 INFO agents.DemandAgent|Day 2 : Campaign auction: Not allocated
05/04 07:17:21 FINE agents.DemandAgent|Day 2 :Reporting auction results...CampaignImpl [id=1414552525, reachImps=12500, dayStart=3, dayEnd=12, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:17:21 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=372552136, reachImps=6250, dayStart=4, dayEnd=8, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:17:28 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
05/04 07:17:28 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1414552525 Cmp Bid: 3025
05/04 07:17:28 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1414552525 Cmp Bid: 2835
05/04 07:17:28 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1414552525 Cmp Bid: 2452
05/04 07:17:28 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1414552525 Cmp Bid: 3108
05/04 07:17:28 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1414552525 Cmp Bid: 2616
05/04 07:17:28 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1414552525 Cmp Bid: 2114
05/04 07:17:28 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1414552525 Cmp Bid: 2247
05/04 07:17:28 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.19340810119021515 Cmp ID: 1414552525 Cmp Bid: 50
05/04 07:17:29 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 372552136 Cmp Bid: 2113
05/04 07:17:29 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 372552136 Cmp Bid: 2205
05/04 07:17:29 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 372552136 Cmp Bid: 1
05/04 07:17:29 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 372552136 Cmp Bid: 1
05/04 07:17:29 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 372552136 Cmp Bid: 2578
05/04 07:17:29 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 372552136 Cmp Bid: 3044
05/04 07:17:29 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 372552136 Cmp Bid: 3002
05/04 07:17:29 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15642509120805384 Cmp ID: 372552136 Cmp Bid: 46
05/04 07:17:30 INFO sim.Simulation|***** START OF TIME 3 *****
05/04 07:17:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=372552136, reachImps=6250, dayStart=4, dayEnd=8, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:17:30 FINE agents.DemandAgent|Day 3 :Reporting auction results...CampaignImpl [id=372552136, reachImps=6250, dayStart=4, dayEnd=8, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=2.205, advertiser=DummyAdnetwork]
05/04 07:17:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=53824471, reachImps=3750, dayStart=5, dayEnd=7, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:17:32 INFO sim.Simulation|***** START OF TIME 3 COMPLETE *****
05/04 07:17:32 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 53824471 Cmp Bid: 2752
05/04 07:17:32 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 53824471 Cmp Bid: 3052
05/04 07:17:32 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 53824471 Cmp Bid: 1
05/04 07:17:32 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 53824471 Cmp Bid: 1
05/04 07:17:32 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 53824471 Cmp Bid: 2099
05/04 07:17:32 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 53824471 Cmp Bid: 2393
05/04 07:17:32 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 53824471 Cmp Bid: 2102
05/04 07:17:32 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15831904640578623 Cmp ID: 53824471 Cmp Bid: 51
05/04 07:17:40 INFO sim.Simulation|***** START OF TIME 4 *****
05/04 07:17:40 INFO agents.DemandAgent|Day 4 : Auction pending campaign: CampaignImpl [id=53824471, reachImps=3750, dayStart=5, dayEnd=7, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:17:40 FINE agents.DemandAgent|Day 4 :Reporting auction results...CampaignImpl [id=53824471, reachImps=3750, dayStart=5, dayEnd=7, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=3052.0, advertiser=DummyAdnetwork-2]
05/04 07:17:40 INFO agents.DemandAgent|Day 4 :Notifying new campaign opportunity: CampaignImpl [id=1993537826, reachImps=12500, dayStart=6, dayEnd=10, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:05 INFO sim.Simulation|***** START OF TIME 4 COMPLETE *****
05/04 07:18:05 INFO sim.Simulation|***** START OF TIME 5 *****
05/04 07:18:05 INFO agents.DemandAgent|Day 5 : Auction pending campaign: CampaignImpl [id=1993537826, reachImps=12500, dayStart=6, dayEnd=10, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:05 INFO agents.DemandAgent|Day 5 : Campaign auction: Not allocated
05/04 07:18:05 FINE agents.DemandAgent|Day 5 :Reporting auction results...CampaignImpl [id=1993537826, reachImps=12500, dayStart=6, dayEnd=10, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:18:05 INFO agents.DemandAgent|Day 5 :Notifying new campaign opportunity: CampaignImpl [id=1839589553, reachImps=12500, dayStart=7, dayEnd=11, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:11 INFO sim.Simulation|***** START OF TIME 5 COMPLETE *****
05/04 07:18:11 INFO sim.Simulation|***** START OF TIME 6 *****
05/04 07:18:11 INFO agents.DemandAgent|Day 6 : Auction pending campaign: CampaignImpl [id=1839589553, reachImps=12500, dayStart=7, dayEnd=11, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:11 INFO agents.DemandAgent|Day 6 : Campaign auction: Not allocated
05/04 07:18:11 INFO demand.CampaignImpl|Campaign 848415411 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=438.0, otherImps=0.0, cost=2560.0] Reach 1250 ERR 0.11276761137475526 Budget 1.25 Revenue 0.14095951421844408
05/04 07:18:11 INFO demand.CampaignImpl|Campaign 130507636 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=576.0, otherImps=0.0, cost=2520.0000802529275] Reach 1250 ERR 0.18606157070095575 Budget 1.25 Revenue 0.23257696337619468
05/04 07:18:11 INFO demand.CampaignImpl|Campaign 1495464932 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=427.0, otherImps=0.0, cost=2560.0] Reach 1250 ERR 0.10813076995658595 Budget 1.25 Revenue 0.13516346244573244
05/04 07:18:11 INFO demand.CampaignImpl|Campaign 978927875 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 1250 ERR 0.0 Budget 1.25 Revenue 0.0
05/04 07:18:11 INFO demand.CampaignImpl|Campaign 388774958 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=1253.0, otherImps=0.0, cost=7.059424434073594E-4] Reach 1250 ERR 1.0023493962120988 Budget 1.25 Revenue 1.2529367452651234
05/04 07:18:11 INFO demand.CampaignImpl|Campaign 2112880250 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=1257.0, otherImps=0.0, cost=6.478913598950062E-4] Reach 1250 ERR 1.0054975484281474 Budget 1.25 Revenue 1.2568719355351843
05/04 07:18:11 INFO demand.CampaignImpl|Campaign 1265974497 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=1256.0, otherImps=0.0, cost=7.205365714549264E-4] Reach 1250 ERR 1.004714364358505 Budget 1.25 Revenue 1.2558929554481313
05/04 07:18:11 INFO demand.CampaignImpl|Campaign 26396597 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=1255.0, otherImps=0.0, cost=1420.0004543671148] Reach 1250 ERR 1.0039286166590384 Budget 1.25 Revenue 1.254910770823798
05/04 07:18:11 FINE agents.DemandAgent|Day 6 :Reporting auction results...CampaignImpl [id=1839589553, reachImps=12500, dayStart=7, dayEnd=11, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:18:11 INFO agents.DemandAgent|Day 6 :Notifying new campaign opportunity: CampaignImpl [id=29161675, reachImps=12500, dayStart=8, dayEnd=17, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:17 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
05/04 07:18:18 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1993537826 Cmp Bid: 3190
05/04 07:18:18 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1993537826 Cmp Bid: 2488
05/04 07:18:18 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1993537826 Cmp Bid: 1
05/04 07:18:18 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1993537826 Cmp Bid: 1
05/04 07:18:18 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1993537826 Cmp Bid: 1
05/04 07:18:18 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1993537826 Cmp Bid: 3058
05/04 07:18:18 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1993537826 Cmp Bid: 2597
05/04 07:18:18 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17013495241146087 Cmp ID: 1993537826 Cmp Bid: 93
05/04 07:18:18 INFO sim.Simulation|***** START OF TIME 7 *****
05/04 07:18:18 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=29161675, reachImps=12500, dayStart=8, dayEnd=17, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:18 INFO agents.DemandAgent|Day 7 : Campaign auction: Not allocated
05/04 07:18:18 FINE agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [id=29161675, reachImps=12500, dayStart=8, dayEnd=17, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:18:18 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=27283688, reachImps=6250, dayStart=9, dayEnd=18, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:51 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
05/04 07:18:52 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1839589553 Cmp Bid: 2691
05/04 07:18:52 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1839589553 Cmp Bid: 2338
05/04 07:18:52 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1839589553 Cmp Bid: 1
05/04 07:18:52 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1839589553 Cmp Bid: 1
05/04 07:18:52 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1839589553 Cmp Bid: 1
05/04 07:18:52 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1839589553 Cmp Bid: 2365
05/04 07:18:52 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1839589553 Cmp Bid: 3227
05/04 07:18:52 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12918360723959166 Cmp ID: 1839589553 Cmp Bid: 93
05/04 07:18:52 INFO sim.Simulation|***** START OF TIME 8 *****
05/04 07:18:52 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=27283688, reachImps=6250, dayStart=9, dayEnd=18, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:52 INFO agents.DemandAgent|Day 8 : Campaign auction: Not allocated
05/04 07:18:52 INFO demand.CampaignImpl|Campaign 53824471 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 3750 ERR 0.0 Budget 3052.0 Revenue 0.0
05/04 07:18:52 FINE agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [id=27283688, reachImps=6250, dayStart=9, dayEnd=18, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:18:52 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=2105825632, reachImps=6250, dayStart=10, dayEnd=14, targetSegment=[OLD, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:54 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
05/04 07:18:54 INFO sim.Simulation|***** START OF TIME 9 *****
05/04 07:18:54 INFO agents.DemandAgent|Day 9 : Auction pending campaign: CampaignImpl [id=2105825632, reachImps=6250, dayStart=10, dayEnd=14, targetSegment=[OLD, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:54 INFO agents.DemandAgent|Day 9 : Campaign auction: Not allocated
05/04 07:18:54 INFO demand.CampaignImpl|Campaign 372552136 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=6252.0, otherImps=0.0, cost=0.0011834368267623658] Reach 6250 ERR 1.000280915668682 Budget 2.205 Revenue 2.205619419049444
05/04 07:18:54 FINE agents.DemandAgent|Day 9 :Reporting auction results...CampaignImpl [id=2105825632, reachImps=6250, dayStart=10, dayEnd=14, targetSegment=[OLD, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:18:54 INFO agents.DemandAgent|Day 9 :Notifying new campaign opportunity: CampaignImpl [id=1579100007, reachImps=12500, dayStart=11, dayEnd=20, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:58 INFO sim.Simulation|***** START OF TIME 9 COMPLETE *****
05/04 07:18:58 INFO sim.Simulation|***** START OF TIME 10 *****
05/04 07:18:58 INFO agents.DemandAgent|Day 10 : Auction pending campaign: CampaignImpl [id=1579100007, reachImps=12500, dayStart=11, dayEnd=20, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:18:58 INFO agents.DemandAgent|Day 10 : Campaign auction: Not allocated
05/04 07:18:58 FINE agents.DemandAgent|Day 10 :Reporting auction results...CampaignImpl [id=1579100007, reachImps=12500, dayStart=11, dayEnd=20, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:18:58 INFO agents.DemandAgent|Day 10 :Notifying new campaign opportunity: CampaignImpl [id=860218481, reachImps=6250, dayStart=12, dayEnd=16, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:19:03 INFO sim.Simulation|***** START OF TIME 10 COMPLETE *****
05/04 07:19:03 INFO sim.Simulation|***** START OF TIME 11 *****
05/04 07:19:03 INFO agents.DemandAgent|Day 11 : Auction pending campaign: CampaignImpl [id=860218481, reachImps=6250, dayStart=12, dayEnd=16, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:19:03 INFO agents.DemandAgent|Day 11 : Campaign auction: Not allocated
05/04 07:19:03 FINE agents.DemandAgent|Day 11 :Reporting auction results...CampaignImpl [id=860218481, reachImps=6250, dayStart=12, dayEnd=16, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:19:03 INFO agents.DemandAgent|Day 11 :Notifying new campaign opportunity: CampaignImpl [id=1153748161, reachImps=6250, dayStart=13, dayEnd=22, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:19:09 INFO sim.Simulation|***** START OF TIME 11 COMPLETE *****
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 29161675 Cmp Bid: 2820
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 29161675 Cmp Bid: 2849
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 29161675 Cmp Bid: 1
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 29161675 Cmp Bid: 1
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 29161675 Cmp Bid: 1
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 29161675 Cmp Bid: 3238
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 29161675 Cmp Bid: 3239
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13925520423022877 Cmp ID: 29161675 Cmp Bid: 46
05/04 07:19:09 FINE agents.DemandAgent|Day 11 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 27283688 Cmp Bid: 3070
