05/04 06:31:00 FINE sim.Admin|Log for simulation 7 started
05/04 06:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 272287785 Cmp Bid: 2906
05/04 06:31:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1435001590437781 Cmp ID: 272287785 Cmp Bid: 1
05/04 06:31:30 INFO sim.Simulation|***** START OF TIME 3 *****
05/04 06:31:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=272287785, reachImps=3750, dayStart=4, dayEnd=6, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:31:30 FINE agents.DemandAgent|Day 3 :Reporting auction results...CampaignImpl [id=272287785, reachImps=3750, dayStart=4, dayEnd=6, targetSegment=[LOW_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=2.104, advertiser=DummyAdnetwork-4]
05/04 06:31:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=1704363211, reachImps=12500, dayStart=5, dayEnd=14, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:31:31 INFO sim.Simulation|***** START OF TIME 3 COMPLETE *****
05/04 06:31:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12582029633524786 Cmp ID: 1704363211 Cmp Bid: 1
05/04 06:31:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1704363211 Cmp Bid: 2784
05/04 06:31:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1704363211 Cmp Bid: 3285
05/04 06:31:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1704363211 Cmp Bid: 2582
05/04 06:31:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1704363211 Cmp Bid: 2675
05/04 06:31:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1704363211 Cmp Bid: 1
05/04 06:31:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1704363211 Cmp Bid: 3239
05/04 06:31:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1704363211 Cmp Bid: 2786
05/04 06:31:40 INFO sim.Simulation|***** START OF TIME 4 *****
05/04 06:31:40 INFO agents.DemandAgent|Day 4 : Auction pending campaign: CampaignImpl [id=1704363211, reachImps=12500, dayStart=5, dayEnd=14, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Reporting auction results...CampaignImpl [id=1704363211, reachImps=12500, dayStart=5, dayEnd=14, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2.6750000000000003, advertiser=DummyAdnetwork-3]
05/04 06:31:40 INFO agents.DemandAgent|Day 4 :Notifying new campaign opportunity: CampaignImpl [id=1189104767, reachImps=6250, dayStart=6, dayEnd=15, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:31:40 INFO sim.Simulation|***** START OF TIME 4 COMPLETE *****
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1189104767 Cmp Bid: 2495
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1189104767 Cmp Bid: 2076
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1189104767 Cmp Bid: 2150
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1189104767 Cmp Bid: 2354
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1189104767 Cmp Bid: 1
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1189104767 Cmp Bid: 1
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1189104767 Cmp Bid: 2690
05/04 06:31:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17117447043987127 Cmp ID: 1189104767 Cmp Bid: 1
05/04 06:31:50 INFO sim.Simulation|***** START OF TIME 5 *****
05/04 06:31:50 INFO agents.DemandAgent|Day 5 : Auction pending campaign: CampaignImpl [id=1189104767, reachImps=6250, dayStart=6, dayEnd=15, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Reporting auction results...CampaignImpl [id=1189104767, reachImps=6250, dayStart=6, dayEnd=15, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2.15, advertiser=DummyAdnetwork-2]
05/04 06:31:50 INFO agents.DemandAgent|Day 5 :Notifying new campaign opportunity: CampaignImpl [id=1127673496, reachImps=3750, dayStart=7, dayEnd=16, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:31:50 INFO sim.Simulation|***** START OF TIME 5 COMPLETE *****
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12126470408409752 Cmp ID: 1127673496 Cmp Bid: 1
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1127673496 Cmp Bid: 2907
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1127673496 Cmp Bid: 2792
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1127673496 Cmp Bid: 2571
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1127673496 Cmp Bid: 2382
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1127673496 Cmp Bid: 1
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1127673496 Cmp Bid: 1
05/04 06:31:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1127673496 Cmp Bid: 2581
05/04 06:32:00 INFO sim.Simulation|***** START OF TIME 6 *****
05/04 06:32:00 INFO agents.DemandAgent|Day 6 : Auction pending campaign: CampaignImpl [id=1127673496, reachImps=3750, dayStart=7, dayEnd=16, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:32:00 INFO demand.CampaignImpl|Campaign 2007878303 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=1250.0, otherImps=0.0, cost=3350.0002197291096] Reach 1250 ERR 0.9999611247689373 Budget 1.25 Revenue 1.2499514059611716
05/04 06:32:00 INFO demand.CampaignImpl|Campaign 1010835263 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=1250.5, otherImps=0.0, cost=2510.000343522969] Reach 1250 ERR 1.0003607980854015 Budget 1.25 Revenue 1.2504509976067517
05/04 06:32:00 INFO demand.CampaignImpl|Campaign 1179278718 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=1251.5, otherImps=0.0, cost=7.590591175942166E-4] Reach 1250 ERR 1.0011581878222355 Budget 1.25 Revenue 1.2514477347777944
05/04 06:32:00 INFO demand.CampaignImpl|Campaign 614224506 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 1250 ERR 0.0 Budget 1.25 Revenue 0.0
05/04 06:32:00 INFO demand.CampaignImpl|Campaign 1196538118 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=1251.0, otherImps=0.0, cost=5.332382185622044E-4] Reach 1250 ERR 1.0007598187470461 Budget 1.25 Revenue 1.2509497734338075
05/04 06:32:00 INFO demand.CampaignImpl|Campaign 143304915 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=525.0, otherImps=0.0, cost=2520.0] Reach 1250 ERR 0.1552849631275809 Budget 1.25 Revenue 0.1941062039094761
05/04 06:32:00 INFO demand.CampaignImpl|Campaign 1798032557 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=665.0, otherImps=0.0, cost=2510.0001302453975] Reach 1250 ERR 0.25352640107827895 Budget 1.25 Revenue 0.3169080013478487
05/04 06:32:00 INFO demand.CampaignImpl|Campaign 852609563 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=1250.5, otherImps=0.0, cost=6.746922003746568E-4] Reach 1250 ERR 1.0003607980854015 Budget 1.25 Revenue 1.2504509976067517
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Reporting auction results...CampaignImpl [id=1127673496, reachImps=3750, dayStart=7, dayEnd=16, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2.571, advertiser=DummyAdnetwork-4]
05/04 06:32:00 INFO agents.DemandAgent|Day 6 :Notifying new campaign opportunity: CampaignImpl [id=33245828, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:32:00 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 33245828 Cmp Bid: 1
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 33245828 Cmp Bid: 2383
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 33245828 Cmp Bid: 2103
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 33245828 Cmp Bid: 2804
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 33245828 Cmp Bid: 1
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 33245828 Cmp Bid: 1
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 33245828 Cmp Bid: 1
05/04 06:32:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13287078155129958 Cmp ID: 33245828 Cmp Bid: 1
05/04 06:32:10 INFO sim.Simulation|***** START OF TIME 7 *****
05/04 06:32:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=33245828, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:32:10 INFO demand.CampaignImpl|Campaign 272287785 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=3751.5, otherImps=0.0, cost=0.001160366597336099] Reach 3750 ERR 1.0003607980854015 Budget 2.104 Revenue 2.1047591191716846
05/04 06:32:10 INFO demand.CampaignImpl|Campaign 141340300 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=6250.5, otherImps=0.0, cost=2420.002041379577] Reach 6250 ERR 1.0000411116958978 Budget 2.412 Revenue 2.4120991614105054
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [id=33245828, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2103.0, advertiser=DummyAdnetwork-3]
05/04 06:32:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=600547325, reachImps=3750, dayStart=9, dayEnd=18, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:32:10 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 600547325 Cmp Bid: 1
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 600547325 Cmp Bid: 2366
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 600547325 Cmp Bid: 2984
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.18261243944104466 Cmp ID: 600547325 Cmp Bid: 1
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 600547325 Cmp Bid: 3034
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 600547325 Cmp Bid: 1
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 600547325 Cmp Bid: 1
05/04 06:32:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 600547325 Cmp Bid: 1
05/04 06:32:20 INFO sim.Simulation|***** START OF TIME 8 *****
05/04 06:32:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=600547325, reachImps=3750, dayStart=9, dayEnd=18, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:32:20 INFO demand.CampaignImpl|Campaign 1668588795 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=12501.0, otherImps=0.0, cost=0.0045842381890061675] Reach 12500 ERR 1.0000411116958978 Budget 2.671 Revenue 2.6711098093397427
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [id=600547325, reachImps=3750, dayStart=9, dayEnd=18, targetSegment=[LOW_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=3.7504172195926313, advertiser=DummyAdnetwork-2]
05/04 06:32:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=2006936655, reachImps=12500, dayStart=10, dayEnd=12, targetSegment=[FEMALE, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:32:20 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 2006936655 Cmp Bid: 1
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 2006936655 Cmp Bid: 2279
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 2006936655 Cmp Bid: 2949
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 2006936655 Cmp Bid: 3009
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 2006936655 Cmp Bid: 1
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 2006936655 Cmp Bid: 1
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 2006936655 Cmp Bid: 1
05/04 06:32:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.16511138892274085 Cmp ID: 2006936655 Cmp Bid: 1
05/04 06:32:30 INFO sim.Simulation|***** START OF TIME 9 *****
