05/04 07:06:00 FINE sim.Admin|Log for simulation 11 started
05/04 07:06:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1821748280, reachImps=1250, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=1.25, advertiser=DummyAdnetwork-5]
05/04 07:06:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1448986681, reachImps=1250, dayStart=1, dayEnd=5, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=1.25, advertiser=DummyAdnetwork-6]
05/04 07:06:01 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=654590587, reachImps=1250, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=1.25, advertiser=DummyAdnetwork-7]
05/04 07:06:01 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1198234713, reachImps=3750, dayStart=2, dayEnd=4, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:01 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
05/04 07:06:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1198234713 Cmp Bid: 2698
05/04 07:06:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1198234713 Cmp Bid: 3107
05/04 07:06:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1198234713 Cmp Bid: 2280
05/04 07:06:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1198234713 Cmp Bid: 3113
05/04 07:06:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1198234713 Cmp Bid: 2907
05/04 07:06:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1198234713 Cmp Bid: 2955
05/04 07:06:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1198234713 Cmp Bid: 2436
05/04 07:06:01 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14380572467571331 Cmp ID: 1198234713 Cmp Bid: 48
05/04 07:06:10 INFO sim.Simulation|***** START OF TIME 1 *****
05/04 07:06:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1198234713, reachImps=3750, dayStart=2, dayEnd=4, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:10 FINE agents.DemandAgent|Day 1 :Reporting auction results...CampaignImpl [id=1198234713, reachImps=3750, dayStart=2, dayEnd=4, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2698.0, advertiser=DummyAdnetwork]
05/04 07:06:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=132399704, reachImps=6250, dayStart=3, dayEnd=12, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:11 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
05/04 07:06:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 132399704 Cmp Bid: 3084
05/04 07:06:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 132399704 Cmp Bid: 2412
05/04 07:06:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 132399704 Cmp Bid: 2829
05/04 07:06:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 132399704 Cmp Bid: 2446
05/04 07:06:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 132399704 Cmp Bid: 3139
05/04 07:06:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 132399704 Cmp Bid: 2524
05/04 07:06:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 132399704 Cmp Bid: 3137
05/04 07:06:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1435300300909093 Cmp ID: 132399704 Cmp Bid: 25
05/04 07:06:20 INFO sim.Simulation|***** START OF TIME 2 *****
05/04 07:06:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=132399704, reachImps=6250, dayStart=3, dayEnd=12, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Reporting auction results...CampaignImpl [id=132399704, reachImps=6250, dayStart=3, dayEnd=12, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2.4459999999999997, advertiser=DummyAdnetwork-2]
05/04 07:06:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=2002255915, reachImps=6250, dayStart=4, dayEnd=6, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:20 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 2002255915 Cmp Bid: 2621
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 2002255915 Cmp Bid: 2974
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 2002255915 Cmp Bid: 3042
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 2002255915 Cmp Bid: 1
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 2002255915 Cmp Bid: 1
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 2002255915 Cmp Bid: 1
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 2002255915 Cmp Bid: 2954
05/04 07:06:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.159224457461754 Cmp ID: 2002255915 Cmp Bid: 78
05/04 07:06:30 INFO sim.Simulation|***** START OF TIME 3 *****
05/04 07:06:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=2002255915, reachImps=6250, dayStart=4, dayEnd=6, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Reporting auction results...CampaignImpl [id=2002255915, reachImps=6250, dayStart=4, dayEnd=6, targetSegment=[LOW_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2.954, advertiser=DummyAdnetwork]
05/04 07:06:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=722048480, reachImps=3750, dayStart=5, dayEnd=9, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:30 INFO sim.Simulation|***** START OF TIME 3 COMPLETE *****
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.16165820642664938 Cmp ID: 722048480 Cmp Bid: 27
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 722048480 Cmp Bid: 2321
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 722048480 Cmp Bid: 2844
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 722048480 Cmp Bid: 2356
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 722048480 Cmp Bid: 1
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 722048480 Cmp Bid: 1
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 722048480 Cmp Bid: 1
05/04 07:06:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 722048480 Cmp Bid: 2364
05/04 07:06:40 INFO sim.Simulation|***** START OF TIME 4 *****
05/04 07:06:40 INFO agents.DemandAgent|Day 4 : Auction pending campaign: CampaignImpl [id=722048480, reachImps=3750, dayStart=5, dayEnd=9, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Reporting auction results...CampaignImpl [id=722048480, reachImps=3750, dayStart=5, dayEnd=9, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2364.0, advertiser=DummyAdnetwork-7]
05/04 07:06:40 INFO agents.DemandAgent|Day 4 :Notifying new campaign opportunity: CampaignImpl [id=1675584752, reachImps=3750, dayStart=6, dayEnd=10, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:40 INFO sim.Simulation|***** START OF TIME 4 COMPLETE *****
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1675584752 Cmp Bid: 2550
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1675584752 Cmp Bid: 1
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1675584752 Cmp Bid: 3294
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1675584752 Cmp Bid: 1
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1675584752 Cmp Bid: 1
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1675584752 Cmp Bid: 1
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1675584752 Cmp Bid: 2763
05/04 07:06:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1062146774716772 Cmp ID: 1675584752 Cmp Bid: 28
05/04 07:06:50 INFO sim.Simulation|***** START OF TIME 5 *****
05/04 07:06:50 INFO agents.DemandAgent|Day 5 : Auction pending campaign: CampaignImpl [id=1675584752, reachImps=3750, dayStart=6, dayEnd=10, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:50 INFO demand.CampaignImpl|Campaign 1198234713 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=3751.5, otherImps=0.0, cost=0.0017428014889039564] Reach 3750 ERR 1.0003607980854015 Budget 2698.0 Revenue 2698.9734332344133
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Reporting auction results...CampaignImpl [id=1675584752, reachImps=3750, dayStart=6, dayEnd=10, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2763.0, advertiser=DummyAdnetwork-7]
05/04 07:06:50 INFO agents.DemandAgent|Day 5 :Notifying new campaign opportunity: CampaignImpl [id=1783358117, reachImps=3750, dayStart=7, dayEnd=9, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:06:50 INFO sim.Simulation|***** START OF TIME 5 COMPLETE *****
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1783358117 Cmp Bid: 2664
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1783358117 Cmp Bid: 1
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1783358117 Cmp Bid: 3200
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1783358117 Cmp Bid: 1
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1783358117 Cmp Bid: 1
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1783358117 Cmp Bid: 1
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11464001525825882 Cmp ID: 1783358117 Cmp Bid: 50
05/04 07:06:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1783358117 Cmp Bid: 3117
05/04 07:07:00 INFO sim.Simulation|***** START OF TIME 6 *****
05/04 07:07:00 INFO agents.DemandAgent|Day 6 : Auction pending campaign: CampaignImpl [id=1783358117, reachImps=3750, dayStart=7, dayEnd=9, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:00 INFO demand.CampaignImpl|Campaign 225936843 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=704.0, otherImps=0.0, cost=1250.0002651716927] Reach 1250 ERR 0.2898291842503022 Budget 1.25 Revenue 0.36228648031287775
05/04 07:07:00 INFO demand.CampaignImpl|Campaign 654590587 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=1251.0, otherImps=0.0, cost=1260.000525798508] Reach 1250 ERR 1.0007598187470461 Budget 1.25 Revenue 1.2509497734338075
05/04 07:07:00 INFO demand.CampaignImpl|Campaign 1448986681 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=1251.0, otherImps=0.0, cost=550.0006204248763] Reach 1250 ERR 1.0007598187470461 Budget 1.25 Revenue 1.2509497734338075
05/04 07:07:00 INFO demand.CampaignImpl|Campaign 440396847 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 1250 ERR 0.0 Budget 1.25 Revenue 0.0
05/04 07:07:00 INFO demand.CampaignImpl|Campaign 1821748280 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=1252.0, otherImps=0.0, cost=7.211032092976155E-4] Reach 1250 ERR 1.0015559063792994 Budget 1.25 Revenue 1.2519448829741242
05/04 07:07:00 INFO demand.CampaignImpl|Campaign 108971132 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=1253.0, otherImps=0.0, cost=6.519076358931827E-4] Reach 1250 ERR 1.0023493962120988 Budget 1.25 Revenue 1.2529367452651234
05/04 07:07:00 INFO demand.CampaignImpl|Campaign 1263299803 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=699.0, otherImps=0.0, cost=3780.0] Reach 1250 ERR 0.284916919211166 Budget 1.25 Revenue 0.3561461490139575
05/04 07:07:00 INFO demand.CampaignImpl|Campaign 569432405 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=1251.5, otherImps=0.0, cost=1240.000507999598] Reach 1250 ERR 1.0011581878222355 Budget 1.25 Revenue 1.2514477347777944
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Reporting auction results...CampaignImpl [id=1783358117, reachImps=3750, dayStart=7, dayEnd=9, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2664.0, advertiser=DummyAdnetwork]
05/04 07:07:00 INFO agents.DemandAgent|Day 6 :Notifying new campaign opportunity: CampaignImpl [id=129170611, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:00 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 129170611 Cmp Bid: 3234
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 129170611 Cmp Bid: 1
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 129170611 Cmp Bid: 2345
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 129170611 Cmp Bid: 1
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 129170611 Cmp Bid: 1
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 129170611 Cmp Bid: 1
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 129170611 Cmp Bid: 2543
05/04 07:07:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11533889738329259 Cmp ID: 129170611 Cmp Bid: 25
05/04 07:07:10 INFO sim.Simulation|***** START OF TIME 7 *****
05/04 07:07:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=129170611, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:10 INFO demand.CampaignImpl|Campaign 2002255915 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=6251.5, otherImps=0.0, cost=0.002698600812299496] Reach 6250 ERR 1.000201007137223 Budget 2.954 Revenue 2.9545937750833566
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [id=129170611, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2543.0, advertiser=DummyAdnetwork-7]
05/04 07:07:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=1234284779, reachImps=12500, dayStart=9, dayEnd=13, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:10 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 1234284779 Cmp Bid: 2025
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1234284779 Cmp Bid: 1
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1234284779 Cmp Bid: 2160
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1234284779 Cmp Bid: 1
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1234284779 Cmp Bid: 1
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1409098884837504 Cmp ID: 1234284779 Cmp Bid: 100
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1234284779 Cmp Bid: 1
05/04 07:07:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1234284779 Cmp Bid: 2331
05/04 07:07:20 INFO sim.Simulation|***** START OF TIME 8 *****
05/04 07:07:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=1234284779, reachImps=12500, dayStart=9, dayEnd=13, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [id=1234284779, reachImps=12500, dayStart=9, dayEnd=13, targetSegment=[FEMALE, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2331.0, advertiser=DummyAdnetwork-7]
05/04 07:07:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=1037919415, reachImps=6250, dayStart=10, dayEnd=12, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:20 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.0 Cmp ID: 1037919415 Cmp Bid: 2062
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1037919415 Cmp Bid: 1
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1037919415 Cmp Bid: 2549
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1037919415 Cmp Bid: 1
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1037919415 Cmp Bid: 1
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1037919415 Cmp Bid: 1
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1037919415 Cmp Bid: 2281
05/04 07:07:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15023417774122286 Cmp ID: 1037919415 Cmp Bid: 80
05/04 07:07:30 INFO sim.Simulation|***** START OF TIME 9 *****
05/04 07:07:30 INFO agents.DemandAgent|Day 9 : Auction pending campaign: CampaignImpl [id=1037919415, reachImps=6250, dayStart=10, dayEnd=12, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:07:30 FINE agents.DemandAgent|Day 9 :Reporting auction results...CampaignImpl [id=1037919415, reachImps=6250, dayStart=10, dayEnd=12, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2.486325936779542, advertiser=DummyAdnetwork-7]
