05/04 06:15:00 FINE sim.Admin|Log for simulation 5 started
05/04 06:15:12 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10825179356660362 Cmp ID: 594149356 Cmp Bid: 3314
05/04 06:15:20 INFO sim.Simulation|***** START OF TIME 2 *****
05/04 06:15:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=594149356, reachImps=12500, dayStart=3, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Reporting auction results...CampaignImpl [id=594149356, reachImps=12500, dayStart=3, dayEnd=5, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2.246, advertiser=DummyAdnetwork-6]
05/04 06:15:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=545356151, reachImps=6250, dayStart=4, dayEnd=6, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:15:20 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 545356151 Cmp Bid: 1
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 545356151 Cmp Bid: 1
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 545356151 Cmp Bid: 1
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 545356151 Cmp Bid: 3028
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 545356151 Cmp Bid: 2422
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 545356151 Cmp Bid: 2227
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 545356151 Cmp Bid: 2992
05/04 06:15:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14307673113754005 Cmp ID: 545356151 Cmp Bid: 1692
05/04 06:15:30 INFO sim.Simulation|***** START OF TIME 3 *****
05/04 06:15:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=545356151, reachImps=6250, dayStart=4, dayEnd=6, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:15:30 FINE agents.DemandAgent|Day 3 :Reporting auction results...CampaignImpl [id=545356151, reachImps=6250, dayStart=4, dayEnd=6, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2.2270000000000003, advertiser=adv1]
05/04 06:15:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=993778958, reachImps=12500, dayStart=5, dayEnd=9, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:15:31 INFO sim.Simulation|***** START OF TIME 3 COMPLETE *****
05/04 06:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 993778958 Cmp Bid: 1
05/04 06:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 993778958 Cmp Bid: 1
05/04 06:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 993778958 Cmp Bid: 1
05/04 06:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 993778958 Cmp Bid: 2870
05/04 06:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 993778958 Cmp Bid: 2749
05/04 06:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 993778958 Cmp Bid: 2454
05/04 06:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 993778958 Cmp Bid: 2952
05/04 06:15:31 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14027609939226712 Cmp ID: 993778958 Cmp Bid: 1990
05/04 06:15:40 INFO sim.Simulation|***** START OF TIME 4 *****
05/04 06:15:40 INFO agents.DemandAgent|Day 4 : Auction pending campaign: CampaignImpl [id=993778958, reachImps=12500, dayStart=5, dayEnd=9, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Reporting auction results...CampaignImpl [id=993778958, reachImps=12500, dayStart=5, dayEnd=9, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2.454, advertiser=adv1]
05/04 06:15:40 INFO agents.DemandAgent|Day 4 :Notifying new campaign opportunity: CampaignImpl [id=229621610, reachImps=12500, dayStart=6, dayEnd=15, targetSegment=[MALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:15:40 INFO sim.Simulation|***** START OF TIME 4 COMPLETE *****
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 229621610 Cmp Bid: 1
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 229621610 Cmp Bid: 1
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 229621610 Cmp Bid: 1
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 229621610 Cmp Bid: 1
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 229621610 Cmp Bid: 2971
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 229621610 Cmp Bid: 2634
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 229621610 Cmp Bid: 1
05/04 06:15:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10525141497619035 Cmp ID: 229621610 Cmp Bid: 998
05/04 06:15:50 INFO sim.Simulation|***** START OF TIME 5 *****
05/04 06:15:50 INFO agents.DemandAgent|Day 5 : Auction pending campaign: CampaignImpl [id=229621610, reachImps=12500, dayStart=6, dayEnd=15, targetSegment=[MALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Reporting auction results...CampaignImpl [id=229621610, reachImps=12500, dayStart=6, dayEnd=15, targetSegment=[MALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2.971, advertiser=DummyAdnetwork-6]
05/04 06:15:50 INFO agents.DemandAgent|Day 5 :Notifying new campaign opportunity: CampaignImpl [id=126575338, reachImps=6250, dayStart=7, dayEnd=9, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:15:50 INFO sim.Simulation|***** START OF TIME 5 COMPLETE *****
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 126575338 Cmp Bid: 1
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 126575338 Cmp Bid: 1
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 126575338 Cmp Bid: 1
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 126575338 Cmp Bid: 1
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 126575338 Cmp Bid: 2306
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 126575338 Cmp Bid: 2586
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 126575338 Cmp Bid: 1
05/04 06:15:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12822061422593334 Cmp ID: 126575338 Cmp Bid: 1661
05/04 06:16:00 INFO sim.Simulation|***** START OF TIME 6 *****
05/04 06:16:00 INFO agents.DemandAgent|Day 6 : Auction pending campaign: CampaignImpl [id=126575338, reachImps=6250, dayStart=7, dayEnd=9, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 2078777864 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=1253.0, otherImps=0.0, cost=6.633955625816143E-4] Reach 1250 ERR 1.0023493962120988 Budget 1.25 Revenue 1.2529367452651234
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 1074666111 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=1250.5, otherImps=0.0, cost=1260.000461565954] Reach 1250 ERR 1.0003607980854015 Budget 1.25 Revenue 1.2504509976067517
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 190445963 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=437.0, otherImps=0.0, cost=1250.0001233544142] Reach 1250 ERR 0.11233997631413889 Budget 1.25 Revenue 0.1404249703926736
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 594149356 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=12502.5, otherImps=0.0, cost=2150.004436440162] Reach 12500 ERR 1.0001610430757955 Budget 2.246 Revenue 2.2463617027482368
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 469418656 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 1250 ERR 0.0 Budget 1.25 Revenue 0.0
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 122418027 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=1250.5, otherImps=0.0, cost=2520.000314091229] Reach 1250 ERR 1.0003607980854015 Budget 1.25 Revenue 1.2504509976067517
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 991399300 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=1251.0, otherImps=0.0, cost=1250.0004043420233] Reach 1250 ERR 1.0007598187470461 Budget 1.25 Revenue 1.2509497734338075
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 1081914407 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=1251.5, otherImps=0.0, cost=6.630791313501985E-4] Reach 1250 ERR 1.0011581878222355 Budget 1.25 Revenue 1.2514477347777944
05/04 06:16:00 INFO demand.CampaignImpl|Campaign 163741802 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=1250.5, otherImps=0.0, cost=6.99359163161168E-4] Reach 1250 ERR 1.0003607980854015 Budget 1.25 Revenue 1.2504509976067517
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Reporting auction results...CampaignImpl [id=126575338, reachImps=6250, dayStart=7, dayEnd=9, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2.306, advertiser=adv1]
05/04 06:16:00 INFO agents.DemandAgent|Day 6 :Notifying new campaign opportunity: CampaignImpl [id=839748284, reachImps=12500, dayStart=8, dayEnd=10, targetSegment=[MALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:16:00 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 839748284 Cmp Bid: 1
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 839748284 Cmp Bid: 1
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 839748284 Cmp Bid: 1
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 839748284 Cmp Bid: 1
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 839748284 Cmp Bid: 1
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 839748284 Cmp Bid: 2149
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 839748284 Cmp Bid: 1
05/04 06:16:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12320148676329938 Cmp ID: 839748284 Cmp Bid: 3327
05/04 06:16:10 INFO sim.Simulation|***** START OF TIME 7 *****
05/04 06:16:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=839748284, reachImps=12500, dayStart=8, dayEnd=10, targetSegment=[MALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:16:10 INFO demand.CampaignImpl|Campaign 1202586031 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 3750 ERR 0.0 Budget 2.0050000000000003 Revenue 0.0
05/04 06:16:10 INFO demand.CampaignImpl|Campaign 545356151 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 6250 ERR 0.0 Budget 2.2270000000000003 Revenue 0.0
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [id=839748284, reachImps=12500, dayStart=8, dayEnd=10, targetSegment=[MALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=6.546356746188041, advertiser=DummyAdnetwork-6]
05/04 06:16:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=1894567595, reachImps=3750, dayStart=9, dayEnd=11, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:16:10 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1894567595 Cmp Bid: 1
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1894567595 Cmp Bid: 1
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1894567595 Cmp Bid: 1
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1894567595 Cmp Bid: 1
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1894567595 Cmp Bid: 1
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 1894567595 Cmp Bid: 2960
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1894567595 Cmp Bid: 1
05/04 06:16:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15568511811589206 Cmp ID: 1894567595 Cmp Bid: 993
05/04 06:16:20 INFO sim.Simulation|***** START OF TIME 8 *****
05/04 06:16:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=1894567595, reachImps=3750, dayStart=9, dayEnd=11, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:16:20 INFO agents.DemandAgent|Day 8 : Campaign auction: Not allocated
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [id=1894567595, reachImps=3750, dayStart=9, dayEnd=11, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 06:16:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=104207118, reachImps=6250, dayStart=10, dayEnd=19, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:16:20 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 104207118 Cmp Bid: 1
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 104207118 Cmp Bid: 1
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 104207118 Cmp Bid: 1
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 104207118 Cmp Bid: 1
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 104207118 Cmp Bid: 1
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.0 Cmp ID: 104207118 Cmp Bid: 3234
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 104207118 Cmp Bid: 1
05/04 06:16:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.18194245398689154 Cmp ID: 104207118 Cmp Bid: 497
05/04 06:16:30 INFO sim.Simulation|***** START OF TIME 9 *****
05/04 06:16:30 INFO agents.DemandAgent|Day 9 : Auction pending campaign: CampaignImpl [id=104207118, reachImps=6250, dayStart=10, dayEnd=19, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
