05/04 06:40:00 FINE sim.Admin|Log for simulation 8 started
05/04 06:40:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1587861567 Cmp Bid: 1
05/04 06:40:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1587861567 Cmp Bid: 1
05/04 06:40:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1587861567 Cmp Bid: 2425
05/04 06:40:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1587861567 Cmp Bid: 2030
05/04 06:40:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14277664266139203 Cmp ID: 1587861567 Cmp Bid: 46
05/04 06:40:40 INFO sim.Simulation|***** START OF TIME 4 *****
05/04 06:40:40 INFO agents.DemandAgent|Day 4 : Auction pending campaign: CampaignImpl [id=1587861567, reachImps=6250, dayStart=5, dayEnd=9, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:40:40 FINE agents.DemandAgent|Day 4 :Reporting auction results...CampaignImpl [id=1587861567, reachImps=6250, dayStart=5, dayEnd=9, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2.415, advertiser=DummyAdnetwork-7]
05/04 06:40:40 INFO agents.DemandAgent|Day 4 :Notifying new campaign opportunity: CampaignImpl [id=83873135, reachImps=3750, dayStart=6, dayEnd=10, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:40:40 INFO sim.Simulation|***** START OF TIME 4 COMPLETE *****
05/04 06:40:41 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 83873135 Cmp Bid: 2250
05/04 06:40:41 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 83873135 Cmp Bid: 1
05/04 06:40:41 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 83873135 Cmp Bid: 2636
05/04 06:40:41 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 83873135 Cmp Bid: 1
05/04 06:40:41 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 83873135 Cmp Bid: 1
05/04 06:40:41 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 83873135 Cmp Bid: 2939
05/04 06:40:41 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 83873135 Cmp Bid: 3178
05/04 06:40:41 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11563464202544227 Cmp ID: 83873135 Cmp Bid: 28
05/04 06:40:50 INFO sim.Simulation|***** START OF TIME 5 *****
05/04 06:40:50 INFO agents.DemandAgent|Day 5 : Auction pending campaign: CampaignImpl [id=83873135, reachImps=3750, dayStart=6, dayEnd=10, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:40:50 INFO demand.CampaignImpl|Campaign 654590587 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=3752.0, otherImps=0.0, cost=0.001738494826983989] Reach 3750 ERR 1.000493877437059 Budget 2.4989999999999997 Revenue 2.5002341997152104
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Reporting auction results...CampaignImpl [id=83873135, reachImps=3750, dayStart=6, dayEnd=10, targetSegment=[LOW_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2939.0, advertiser=DummyAdnetwork-6]
05/04 06:40:50 INFO agents.DemandAgent|Day 5 :Notifying new campaign opportunity: CampaignImpl [id=1587653780, reachImps=3750, dayStart=7, dayEnd=11, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:40:50 INFO sim.Simulation|***** START OF TIME 5 COMPLETE *****
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1587653780 Cmp Bid: 2939
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1587653780 Cmp Bid: 1
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1587653780 Cmp Bid: 2316
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1587653780 Cmp Bid: 1
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1587653780 Cmp Bid: 1
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1587653780 Cmp Bid: 2815
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1587653780 Cmp Bid: 2232
05/04 06:40:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from adv1 : UCS Bid: 0.16439812903496154 Cmp ID: 1587653780 Cmp Bid: 30
05/04 06:41:00 INFO sim.Simulation|***** START OF TIME 6 *****
05/04 06:41:00 INFO agents.DemandAgent|Day 6 : Auction pending campaign: CampaignImpl [id=1587653780, reachImps=3750, dayStart=7, dayEnd=11, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:41:00 INFO demand.CampaignImpl|Campaign 1011019491 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=420.0, otherImps=0.0, cost=2520.0] Reach 1250 ERR 0.1052553284566474 Budget 1.25 Revenue 0.13156916057080925
05/04 06:41:00 INFO demand.CampaignImpl|Campaign 238800317 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=1251.0, otherImps=0.0, cost=1260.0004696844608] Reach 1250 ERR 1.0007598187470461 Budget 1.25 Revenue 1.2509497734338075
05/04 06:41:00 INFO demand.CampaignImpl|Campaign 407866163 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=1252.5, otherImps=0.0, cost=2510.000409227253] Reach 1250 ERR 1.0019529754865164 Budget 1.25 Revenue 1.2524412193581456
05/04 06:41:00 INFO demand.CampaignImpl|Campaign 229997071 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 1250 ERR 0.0 Budget 1.25 Revenue 0.0
05/04 06:41:00 INFO demand.CampaignImpl|Campaign 1984980444 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=1251.0, otherImps=0.0, cost=7.442093913550609E-4] Reach 1250 ERR 1.0007598187470461 Budget 1.25 Revenue 1.2509497734338075
05/04 06:41:00 INFO demand.CampaignImpl|Campaign 520793767 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=1251.0, otherImps=0.0, cost=6.487812280371436E-4] Reach 1250 ERR 1.0007598187470461 Budget 1.25 Revenue 1.2509497734338075
05/04 06:41:00 INFO demand.CampaignImpl|Campaign 1322355510 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=245.0, otherImps=0.0, cost=1250.0000213643063] Reach 1250 ERR 0.048530825555726714 Budget 1.25 Revenue 0.06066353194465839
05/04 06:41:00 INFO demand.CampaignImpl|Campaign 1313970173 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=1252.5, otherImps=0.0, cost=6.671240564164875E-4] Reach 1250 ERR 1.0019529754865164 Budget 1.25 Revenue 1.2524412193581456
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Reporting auction results...CampaignImpl [id=1587653780, reachImps=3750, dayStart=7, dayEnd=11, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2.316, advertiser=DummyAdnetwork-7]
05/04 06:41:00 INFO agents.DemandAgent|Day 6 :Notifying new campaign opportunity: CampaignImpl [id=1172785819, reachImps=6250, dayStart=8, dayEnd=10, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:41:00 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1172785819 Cmp Bid: 3143
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1172785819 Cmp Bid: 1
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1172785819 Cmp Bid: 2466
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1172785819 Cmp Bid: 1
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1172785819 Cmp Bid: 1
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1172785819 Cmp Bid: 2111
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1172785819 Cmp Bid: 2761
05/04 06:41:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.16267604368450483 Cmp ID: 1172785819 Cmp Bid: 77
05/04 06:41:10 INFO sim.Simulation|***** START OF TIME 7 *****
05/04 06:41:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=1172785819, reachImps=6250, dayStart=8, dayEnd=10, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:41:10 INFO demand.CampaignImpl|Campaign 616656040 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=12501.5, otherImps=0.0, cost=0.0040957387870153746] Reach 12500 ERR 1.000081095356201 Budget 2.2670000000000003 Revenue 2.267183843172508
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [id=1172785819, reachImps=6250, dayStart=8, dayEnd=10, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=2.762975682758128, advertiser=DummyAdnetwork-6]
05/04 06:41:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=1705594419, reachImps=12500, dayStart=9, dayEnd=18, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:41:10 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1705594419 Cmp Bid: 2825
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1705594419 Cmp Bid: 1
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1705594419 Cmp Bid: 3281
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1705594419 Cmp Bid: 1
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1705594419 Cmp Bid: 1
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1705594419 Cmp Bid: 2558
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1705594419 Cmp Bid: 2328
05/04 06:41:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1289238961484916 Cmp ID: 1705594419 Cmp Bid: 46
05/04 06:41:20 INFO sim.Simulation|***** START OF TIME 8 *****
05/04 06:41:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=1705594419, reachImps=12500, dayStart=9, dayEnd=18, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:41:20 INFO demand.CampaignImpl|Campaign 1256505323 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=6252.0, otherImps=0.0, cost=0.0029070157790474396] Reach 6250 ERR 1.000280915668682 Budget 2237.0 Revenue 2237.6284083508417
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [id=1705594419, reachImps=12500, dayStart=9, dayEnd=18, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2825.0, advertiser=DummyAdnetwork]
05/04 06:41:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=189236502, reachImps=6250, dayStart=10, dayEnd=12, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:41:20 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 189236502 Cmp Bid: 3207
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 189236502 Cmp Bid: 1
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 189236502 Cmp Bid: 2521
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 189236502 Cmp Bid: 1
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 189236502 Cmp Bid: 1
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 189236502 Cmp Bid: 2627
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 189236502 Cmp Bid: 3053
05/04 06:41:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10528918975613907 Cmp ID: 189236502 Cmp Bid: 83
05/04 06:41:30 INFO sim.Simulation|***** START OF TIME 9 *****
