05/04 06:51:00 FINE sim.Admin|Log for simulation 9 started
05/04 06:51:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=694033728, reachImps=1250, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=1.25, advertiser=DummyAdnetwork-5]
05/04 06:51:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1641179639, reachImps=1250, dayStart=1, dayEnd=5, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=1.25, advertiser=DummyAdnetwork-6]
05/04 06:51:00 FINE agents.DemandAgent|Allocating initial campaign : CampaignImpl [id=1026230605, reachImps=1250, dayStart=1, dayEnd=5, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=1.25, advertiser=DummyAdnetwork-7]
05/04 06:51:00 INFO agents.DemandAgent|Day 0 :Notifying new campaign opportunity: CampaignImpl [id=1416609178, reachImps=12500, dayStart=2, dayEnd=4, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:00 INFO sim.Simulation|***** START OF TIME 0 COMPLETE *****
05/04 06:51:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1416609178 Cmp Bid: 2214
05/04 06:51:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1416609178 Cmp Bid: 2714
05/04 06:51:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1416609178 Cmp Bid: 2524
05/04 06:51:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1416609178 Cmp Bid: 2733
05/04 06:51:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1416609178 Cmp Bid: 3016
05/04 06:51:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1416609178 Cmp Bid: 2545
05/04 06:51:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1416609178 Cmp Bid: 2309
05/04 06:51:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11404625914665456 Cmp ID: 1416609178 Cmp Bid: 172
05/04 06:51:10 INFO sim.Simulation|***** START OF TIME 1 *****
05/04 06:51:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1416609178, reachImps=12500, dayStart=2, dayEnd=4, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:10 FINE agents.DemandAgent|Day 1 :Reporting auction results...CampaignImpl [id=1416609178, reachImps=12500, dayStart=2, dayEnd=4, targetSegment=[HIGH_INCOME, YOUNG], videoCoef=2.0, mobileCoef=1.5, budget=2.309, advertiser=DummyAdnetwork]
05/04 06:51:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=333027892, reachImps=6250, dayStart=3, dayEnd=12, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:10 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
05/04 06:51:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 333027892 Cmp Bid: 2924
05/04 06:51:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 333027892 Cmp Bid: 2875
05/04 06:51:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 333027892 Cmp Bid: 2185
05/04 06:51:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 333027892 Cmp Bid: 2408
05/04 06:51:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 333027892 Cmp Bid: 2511
05/04 06:51:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 333027892 Cmp Bid: 2957
05/04 06:51:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 333027892 Cmp Bid: 2915
05/04 06:51:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1735445460868676 Cmp ID: 333027892 Cmp Bid: 25
05/04 06:51:20 INFO sim.Simulation|***** START OF TIME 2 *****
05/04 06:51:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=333027892, reachImps=6250, dayStart=3, dayEnd=12, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Reporting auction results...CampaignImpl [id=333027892, reachImps=6250, dayStart=3, dayEnd=12, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2.408, advertiser=DummyAdnetwork-3]
05/04 06:51:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=1436150290, reachImps=3750, dayStart=4, dayEnd=13, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:20 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1436150290 Cmp Bid: 3127
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1436150290 Cmp Bid: 1
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1436150290 Cmp Bid: 2232
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1436150290 Cmp Bid: 3076
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1436150290 Cmp Bid: 3297
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1436150290 Cmp Bid: 1
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1436150290 Cmp Bid: 3248
05/04 06:51:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.16559185903573326 Cmp ID: 1436150290 Cmp Bid: 14
05/04 06:51:30 INFO sim.Simulation|***** START OF TIME 3 *****
05/04 06:51:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=1436150290, reachImps=3750, dayStart=4, dayEnd=13, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Reporting auction results...CampaignImpl [id=1436150290, reachImps=3750, dayStart=4, dayEnd=13, targetSegment=[YOUNG, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=3127.0, advertiser=DummyAdnetwork]
05/04 06:51:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=43533598, reachImps=3750, dayStart=5, dayEnd=9, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:30 INFO sim.Simulation|***** START OF TIME 3 COMPLETE *****
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 43533598 Cmp Bid: 3170
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 43533598 Cmp Bid: 1
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 43533598 Cmp Bid: 2480
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 43533598 Cmp Bid: 2910
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 43533598 Cmp Bid: 2375
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 43533598 Cmp Bid: 1
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 43533598 Cmp Bid: 2409
05/04 06:51:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10673165186890399 Cmp ID: 43533598 Cmp Bid: 28
05/04 06:51:40 INFO sim.Simulation|***** START OF TIME 4 *****
05/04 06:51:40 INFO agents.DemandAgent|Day 4 : Auction pending campaign: CampaignImpl [id=43533598, reachImps=3750, dayStart=5, dayEnd=9, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Reporting auction results...CampaignImpl [id=43533598, reachImps=3750, dayStart=5, dayEnd=9, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2.409, advertiser=DummyAdnetwork-5]
05/04 06:51:40 INFO agents.DemandAgent|Day 4 :Notifying new campaign opportunity: CampaignImpl [id=1755525223, reachImps=6250, dayStart=6, dayEnd=8, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:40 INFO sim.Simulation|***** START OF TIME 4 COMPLETE *****
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1755525223 Cmp Bid: 2940
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1755525223 Cmp Bid: 1
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1755525223 Cmp Bid: 2782
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1755525223 Cmp Bid: 1
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1755525223 Cmp Bid: 2119
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1755525223 Cmp Bid: 1
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1755525223 Cmp Bid: 2118
05/04 06:51:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12394518327382358 Cmp ID: 1755525223 Cmp Bid: 84
05/04 06:51:50 INFO sim.Simulation|***** START OF TIME 5 *****
05/04 06:51:50 INFO agents.DemandAgent|Day 5 : Auction pending campaign: CampaignImpl [id=1755525223, reachImps=6250, dayStart=6, dayEnd=8, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:50 INFO demand.CampaignImpl|Campaign 1416609178 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=12505.0, otherImps=0.0, cost=0.005181622826572857] Reach 12500 ERR 1.0003607980854015 Budget 2.309 Revenue 2.309833082779192
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Reporting auction results...CampaignImpl [id=1755525223, reachImps=6250, dayStart=6, dayEnd=8, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2.1189999999999998, advertiser=DummyAdnetwork-7]
05/04 06:51:50 INFO agents.DemandAgent|Day 5 :Notifying new campaign opportunity: CampaignImpl [id=1976047251, reachImps=3750, dayStart=7, dayEnd=9, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:51:50 INFO sim.Simulation|***** START OF TIME 5 COMPLETE *****
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1976047251 Cmp Bid: 3288
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1976047251 Cmp Bid: 1
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1976047251 Cmp Bid: 2580
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1976047251 Cmp Bid: 1
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1976047251 Cmp Bid: 3073
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1976047251 Cmp Bid: 1
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17883941493384162 Cmp ID: 1976047251 Cmp Bid: 50
05/04 06:51:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1976047251 Cmp Bid: 2508
05/04 06:52:00 INFO sim.Simulation|***** START OF TIME 6 *****
05/04 06:52:00 INFO agents.DemandAgent|Day 6 : Auction pending campaign: CampaignImpl [id=1976047251, reachImps=3750, dayStart=7, dayEnd=9, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:52:00 INFO demand.CampaignImpl|Campaign 1943895009 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=1252.0, otherImps=0.0, cost=6.170314352111262E-4] Reach 1250 ERR 1.0015559063792994 Budget 1.25 Revenue 1.2519448829741242
05/04 06:52:00 INFO demand.CampaignImpl|Campaign 1026230605 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=1230.0, otherImps=0.0, cost=3820.0002856671795] Reach 1250 ERR 0.9834267655303914 Budget 1.25 Revenue 1.2292834569129893
05/04 06:52:00 INFO demand.CampaignImpl|Campaign 1641179639 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=1255.0, otherImps=0.0, cost=580.0007327959968] Reach 1250 ERR 1.0039286166590384 Budget 1.25 Revenue 1.254910770823798
05/04 06:52:00 INFO demand.CampaignImpl|Campaign 1163387880 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 1250 ERR 0.0 Budget 1.25 Revenue 0.0
05/04 06:52:00 INFO demand.CampaignImpl|Campaign 694033728 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=843.0, otherImps=0.0, cost=2540.0001438224626] Reach 1250 ERR 0.4593333741737711 Budget 1.25 Revenue 0.574166717717214
05/04 06:52:00 INFO demand.CampaignImpl|Campaign 1264356799 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=1255.0, otherImps=0.0, cost=1280.0004447655813] Reach 1250 ERR 1.0039286166590384 Budget 1.25 Revenue 1.254910770823798
05/04 06:52:00 INFO demand.CampaignImpl|Campaign 1860580338 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=269.0, otherImps=0.0, cost=1280.0] Reach 1250 ERR 0.054886200434028934 Budget 1.25 Revenue 0.06860775054253616
05/04 06:52:00 INFO demand.CampaignImpl|Campaign 1374694452 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=1253.0, otherImps=0.0, cost=7.267858388382829E-4] Reach 1250 ERR 1.0023493962120988 Budget 1.25 Revenue 1.2529367452651234
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Reporting auction results...CampaignImpl [id=1976047251, reachImps=3750, dayStart=7, dayEnd=9, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=3073.0, advertiser=DummyAdnetwork-5]
05/04 06:52:00 INFO agents.DemandAgent|Day 6 :Notifying new campaign opportunity: CampaignImpl [id=813489187, reachImps=6250, dayStart=8, dayEnd=12, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:52:00 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 813489187 Cmp Bid: 1
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 813489187 Cmp Bid: 1
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 813489187 Cmp Bid: 2837
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 813489187 Cmp Bid: 1
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 813489187 Cmp Bid: 2615
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 813489187 Cmp Bid: 1
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 813489187 Cmp Bid: 2808
05/04 06:52:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.19445817310112148 Cmp ID: 813489187 Cmp Bid: 50
05/04 06:52:10 INFO sim.Simulation|***** START OF TIME 7 *****
05/04 06:52:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=813489187, reachImps=6250, dayStart=8, dayEnd=12, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:52:10 FINE agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [id=813489187, reachImps=6250, dayStart=8, dayEnd=12, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=3.83214402192617, advertiser=DummyAdnetwork-7]
05/04 06:52:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=1260768418, reachImps=3750, dayStart=9, dayEnd=18, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:52:10 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
05/04 06:52:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1260768418 Cmp Bid: 1
05/04 06:52:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1260768418 Cmp Bid: 1
05/04 06:52:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1260768418 Cmp Bid: 2209
05/04 06:52:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1260768418 Cmp Bid: 1
05/04 06:52:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1260768418 Cmp Bid: 2825
05/04 06:52:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1260768418 Cmp Bid: 1
05/04 06:52:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1260768418 Cmp Bid: 2865
05/04 06:52:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1931747906211556 Cmp ID: 1260768418 Cmp Bid: 13
05/04 06:52:20 INFO sim.Simulation|***** START OF TIME 8 *****
05/04 06:52:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=1260768418, reachImps=3750, dayStart=9, dayEnd=18, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [id=1260768418, reachImps=3750, dayStart=9, dayEnd=18, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=3.7127102224433806, advertiser=DummyAdnetwork-7]
05/04 06:52:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=1400457988, reachImps=3750, dayStart=10, dayEnd=12, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:52:20 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1400457988 Cmp Bid: 1
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1400457988 Cmp Bid: 1
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1400457988 Cmp Bid: 2388
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1400457988 Cmp Bid: 1
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1400457988 Cmp Bid: 2206
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1400457988 Cmp Bid: 1
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1400457988 Cmp Bid: 2278
05/04 06:52:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1731689620285014 Cmp ID: 1400457988 Cmp Bid: 46
05/04 06:52:30 INFO sim.Simulation|***** START OF TIME 9 *****
05/04 06:52:30 INFO agents.DemandAgent|Day 9 : Auction pending campaign: CampaignImpl [id=1400457988, reachImps=3750, dayStart=10, dayEnd=12, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:52:30 INFO demand.CampaignImpl|Campaign 1755525223 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=6254.0, otherImps=0.0, cost=0.002242590403782395] Reach 6250 ERR 1.0006002887325904 Budget 2.1189999999999998 Revenue 2.1202720118243588
