05/04 07:02:00 FINE sim.Admin|Log for simulation 10 started
05/04 07:02:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 701783971 Cmp Bid: 2328
05/04 07:02:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 701783971 Cmp Bid: 2763
05/04 07:02:10 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12918230900533934 Cmp ID: 701783971 Cmp Bid: 43
05/04 07:02:20 INFO sim.Simulation|***** START OF TIME 2 *****
05/04 07:02:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=701783971, reachImps=3750, dayStart=3, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Reporting auction results...CampaignImpl [id=701783971, reachImps=3750, dayStart=3, dayEnd=5, targetSegment=[OLD, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2.1, advertiser=DummyAdnetwork]
05/04 07:02:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=1621656567, reachImps=3750, dayStart=4, dayEnd=6, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:02:20 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1621656567 Cmp Bid: 2067
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1621656567 Cmp Bid: 2422
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1621656567 Cmp Bid: 1
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1621656567 Cmp Bid: 1
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1621656567 Cmp Bid: 2389
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1621656567 Cmp Bid: 2594
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1621656567 Cmp Bid: 2459
05/04 07:02:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11669356279981928 Cmp ID: 1621656567 Cmp Bid: 46
05/04 07:02:30 INFO sim.Simulation|***** START OF TIME 3 *****
05/04 07:02:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=1621656567, reachImps=3750, dayStart=4, dayEnd=6, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Reporting auction results...CampaignImpl [id=1621656567, reachImps=3750, dayStart=4, dayEnd=6, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=2067.0, advertiser=DummyAdnetwork]
05/04 07:02:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=1726520206, reachImps=3750, dayStart=5, dayEnd=7, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:02:30 INFO sim.Simulation|***** START OF TIME 3 COMPLETE *****
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1726520206 Cmp Bid: 3093
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1726520206 Cmp Bid: 2192
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1726520206 Cmp Bid: 1
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1726520206 Cmp Bid: 1
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1726520206 Cmp Bid: 2402
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1726520206 Cmp Bid: 2957
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12878022236481718 Cmp ID: 1726520206 Cmp Bid: 51
05/04 07:02:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1726520206 Cmp Bid: 3256
05/04 07:02:40 INFO sim.Simulation|***** START OF TIME 4 *****
05/04 07:02:40 INFO agents.DemandAgent|Day 4 : Auction pending campaign: CampaignImpl [id=1726520206, reachImps=3750, dayStart=5, dayEnd=7, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Reporting auction results...CampaignImpl [id=1726520206, reachImps=3750, dayStart=5, dayEnd=7, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2.4019999999999997, advertiser=DummyAdnetwork-2]
05/04 07:02:40 INFO agents.DemandAgent|Day 4 :Notifying new campaign opportunity: CampaignImpl [id=457818933, reachImps=6250, dayStart=6, dayEnd=8, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:02:40 INFO sim.Simulation|***** START OF TIME 4 COMPLETE *****
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 457818933 Cmp Bid: 2957
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 457818933 Cmp Bid: 2565
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 457818933 Cmp Bid: 1
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 457818933 Cmp Bid: 1
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 457818933 Cmp Bid: 1
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 457818933 Cmp Bid: 2769
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 457818933 Cmp Bid: 2710
05/04 07:02:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14445317464530474 Cmp ID: 457818933 Cmp Bid: 78
05/04 07:02:50 INFO sim.Simulation|***** START OF TIME 5 *****
05/04 07:02:50 INFO agents.DemandAgent|Day 5 : Auction pending campaign: CampaignImpl [id=457818933, reachImps=6250, dayStart=6, dayEnd=8, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:02:50 INFO demand.CampaignImpl|Campaign 1099080167 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=6253.5, otherImps=0.0, cost=0.0018549618665132943] Reach 6250 ERR 1.0005204846088085 Budget 2301.0 Revenue 2302.197635084868
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Reporting auction results...CampaignImpl [id=457818933, reachImps=6250, dayStart=6, dayEnd=8, targetSegment=[HIGH_INCOME, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=2.71, advertiser=DummyAdnetwork-2]
05/04 07:02:50 INFO agents.DemandAgent|Day 5 :Notifying new campaign opportunity: CampaignImpl [id=1746096603, reachImps=3750, dayStart=7, dayEnd=11, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:02:50 INFO sim.Simulation|***** START OF TIME 5 COMPLETE *****
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1746096603 Cmp Bid: 2587
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1746096603 Cmp Bid: 2007
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1746096603 Cmp Bid: 1
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1746096603 Cmp Bid: 1
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1746096603 Cmp Bid: 1
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1746096603 Cmp Bid: 2169
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1746096603 Cmp Bid: 2930
05/04 07:02:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11543449468291227 Cmp ID: 1746096603 Cmp Bid: 27
05/04 07:03:00 INFO sim.Simulation|***** START OF TIME 6 *****
05/04 07:03:00 INFO agents.DemandAgent|Day 6 : Auction pending campaign: CampaignImpl [id=1746096603, reachImps=3750, dayStart=7, dayEnd=11, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 917049962 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=267.0, otherImps=0.0, cost=1260.0] Reach 1250 ERR 0.05434227167825947 Budget 1.25 Revenue 0.06792783959782434
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 701783971 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=502.5, otherImps=0.0, cost=2100.000048142887] Reach 3750 ERR 0.030303581317447065 Budget 2.1 Revenue 0.06363752076663884
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 1077448753 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=1254.0, otherImps=0.0, cost=3360.0002349757156] Reach 1250 ERR 1.0031402967907708 Budget 1.25 Revenue 1.2539253709884635
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 1768828082 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=463.5, otherImps=0.0, cost=1260.0001342792675] Reach 1250 ERR 0.12410449140003792 Budget 1.25 Revenue 0.1551306142500474
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 1228593581 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 1250 ERR 0.0 Budget 1.25 Revenue 0.0
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 111012354 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=1254.0, otherImps=0.0, cost=1260.0003474207701] Reach 1250 ERR 1.0031402967907708 Budget 1.25 Revenue 1.2539253709884635
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 12783922 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=1252.5, otherImps=0.0, cost=7.843844040872289E-4] Reach 1250 ERR 1.0019529754865164 Budget 1.25 Revenue 1.2524412193581456
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 1327691757 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=1258.5, otherImps=0.0, cost=5.418615882225702E-4] Reach 1250 ERR 1.0066675363978816 Budget 1.25 Revenue 1.2583344204973521
05/04 07:03:00 INFO demand.CampaignImpl|Campaign 368576815 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=459.0, otherImps=0.0, cost=2520.0] Reach 1250 ERR 0.12204170951866536 Budget 1.25 Revenue 0.1525521368983317
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Reporting auction results...CampaignImpl [id=1746096603, reachImps=3750, dayStart=7, dayEnd=11, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=2.168322852796915, advertiser=DummyAdnetwork-2]
05/04 07:03:00 INFO agents.DemandAgent|Day 6 :Notifying new campaign opportunity: CampaignImpl [id=1017235069, reachImps=12500, dayStart=8, dayEnd=10, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:03:00 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1017235069 Cmp Bid: 2181
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 1017235069 Cmp Bid: 2911
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1017235069 Cmp Bid: 1
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1017235069 Cmp Bid: 1
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1017235069 Cmp Bid: 1
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1017235069 Cmp Bid: 3127
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1017235069 Cmp Bid: 1
05/04 07:03:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.11757225529438935 Cmp ID: 1017235069 Cmp Bid: 168
05/04 07:03:10 INFO sim.Simulation|***** START OF TIME 7 *****
05/04 07:03:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=1017235069, reachImps=12500, dayStart=8, dayEnd=10, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:03:10 INFO demand.CampaignImpl|Campaign 1621656567 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=3751.5, otherImps=0.0, cost=0.0014386572063248755] Reach 3750 ERR 1.0003607980854015 Budget 2067.0 Revenue 2067.745769642525
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [id=1017235069, reachImps=12500, dayStart=8, dayEnd=10, targetSegment=[OLD, MALE], videoCoef=2.0, mobileCoef=1.5, budget=3.118022090431818, advertiser=DummyAdnetwork-2]
05/04 07:03:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=237285165, reachImps=3750, dayStart=9, dayEnd=13, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:03:10 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 237285165 Cmp Bid: 3288
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 237285165 Cmp Bid: 2864
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 237285165 Cmp Bid: 1
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 237285165 Cmp Bid: 1
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 237285165 Cmp Bid: 1
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 237285165 Cmp Bid: 2440
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 237285165 Cmp Bid: 1
05/04 07:03:10 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13188116323770793 Cmp ID: 237285165 Cmp Bid: 27
05/04 07:03:20 INFO sim.Simulation|***** START OF TIME 8 *****
05/04 07:03:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=237285165, reachImps=3750, dayStart=9, dayEnd=13, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:03:20 INFO agents.DemandAgent|Day 8 : Campaign auction: Not allocated
05/04 07:03:20 INFO demand.CampaignImpl|Campaign 1726520206 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=825.0, otherImps=0.0, cost=2430.000113644572] Reach 3750 ERR 0.056534143188844234 Budget 2.4019999999999997 Revenue 0.13579501193960383
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [id=237285165, reachImps=3750, dayStart=9, dayEnd=13, targetSegment=[HIGH_INCOME, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=]
05/04 07:03:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=256950851, reachImps=12500, dayStart=10, dayEnd=14, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 07:03:20 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 256950851 Cmp Bid: 2443
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.0 Cmp ID: 256950851 Cmp Bid: 3166
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 256950851 Cmp Bid: 1
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 256950851 Cmp Bid: 1
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 256950851 Cmp Bid: 1
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 256950851 Cmp Bid: 3132
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 256950851 Cmp Bid: 1
05/04 07:03:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14793150963534302 Cmp ID: 256950851 Cmp Bid: 94
