05/04 06:26:00 FINE sim.Admin|Log for simulation 6 started
05/04 06:26:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1529675476 Cmp Bid: 3204
05/04 06:26:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1529675476 Cmp Bid: 2731
05/04 06:26:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1529675476 Cmp Bid: 2430
05/04 06:26:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1529675476 Cmp Bid: 2104
05/04 06:26:00 FINE agents.DemandAgent|Day 0 :Got AdNetBidMessage from adv1 : UCS Bid: 0.10794554949292492 Cmp ID: 1529675476 Cmp Bid: 1013
05/04 06:26:10 INFO sim.Simulation|***** START OF TIME 1 *****
05/04 06:26:10 INFO agents.DemandAgent|Day 1 : Auction pending campaign: CampaignImpl [id=1529675476, reachImps=12500, dayStart=2, dayEnd=11, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:10 FINE agents.DemandAgent|Day 1 :Reporting auction results...CampaignImpl [id=1529675476, reachImps=12500, dayStart=2, dayEnd=11, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2104.0, advertiser=DummyAdnetwork-7]
05/04 06:26:10 INFO agents.DemandAgent|Day 1 :Notifying new campaign opportunity: CampaignImpl [id=1572208719, reachImps=6250, dayStart=3, dayEnd=7, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:10 INFO sim.Simulation|***** START OF TIME 1 COMPLETE *****
05/04 06:26:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1572208719 Cmp Bid: 2622
05/04 06:26:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1572208719 Cmp Bid: 2972
05/04 06:26:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1572208719 Cmp Bid: 2237
05/04 06:26:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1572208719 Cmp Bid: 2290
05/04 06:26:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1572208719 Cmp Bid: 2350
05/04 06:26:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1572208719 Cmp Bid: 2919
05/04 06:26:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1572208719 Cmp Bid: 2644
05/04 06:26:11 FINE agents.DemandAgent|Day 1 :Got AdNetBidMessage from adv1 : UCS Bid: 0.13976599186353617 Cmp ID: 1572208719 Cmp Bid: 993
05/04 06:26:20 INFO sim.Simulation|***** START OF TIME 2 *****
05/04 06:26:20 INFO agents.DemandAgent|Day 2 : Auction pending campaign: CampaignImpl [id=1572208719, reachImps=6250, dayStart=3, dayEnd=7, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Reporting auction results...CampaignImpl [id=1572208719, reachImps=6250, dayStart=3, dayEnd=7, targetSegment=[FEMALE, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=2.237, advertiser=adv1]
05/04 06:26:20 INFO agents.DemandAgent|Day 2 :Notifying new campaign opportunity: CampaignImpl [id=1550627562, reachImps=3750, dayStart=4, dayEnd=8, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:20 INFO sim.Simulation|***** START OF TIME 2 COMPLETE *****
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1550627562 Cmp Bid: 3181
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1550627562 Cmp Bid: 1
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1550627562 Cmp Bid: 1
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1550627562 Cmp Bid: 2260
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1550627562 Cmp Bid: 1
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1550627562 Cmp Bid: 1
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1550627562 Cmp Bid: 2414
05/04 06:26:20 FINE agents.DemandAgent|Day 2 :Got AdNetBidMessage from adv1 : UCS Bid: 0.14125073233558358 Cmp ID: 1550627562 Cmp Bid: 600
05/04 06:26:30 INFO sim.Simulation|***** START OF TIME 3 *****
05/04 06:26:30 INFO agents.DemandAgent|Day 3 : Auction pending campaign: CampaignImpl [id=1550627562, reachImps=3750, dayStart=4, dayEnd=8, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Reporting auction results...CampaignImpl [id=1550627562, reachImps=3750, dayStart=4, dayEnd=8, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2.26, advertiser=adv1]
05/04 06:26:30 INFO agents.DemandAgent|Day 3 :Notifying new campaign opportunity: CampaignImpl [id=1490741245, reachImps=6250, dayStart=5, dayEnd=14, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:30 INFO sim.Simulation|***** START OF TIME 3 COMPLETE *****
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1490741245 Cmp Bid: 2353
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1490741245 Cmp Bid: 1
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1490741245 Cmp Bid: 1
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1490741245 Cmp Bid: 3213
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1490741245 Cmp Bid: 1
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1490741245 Cmp Bid: 1
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 1490741245 Cmp Bid: 2007
05/04 06:26:30 FINE agents.DemandAgent|Day 3 :Got AdNetBidMessage from adv1 : UCS Bid: 0.15125418881718253 Cmp ID: 1490741245 Cmp Bid: 506
05/04 06:26:40 INFO sim.Simulation|***** START OF TIME 4 *****
05/04 06:26:40 INFO agents.DemandAgent|Day 4 : Auction pending campaign: CampaignImpl [id=1490741245, reachImps=6250, dayStart=5, dayEnd=14, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Reporting auction results...CampaignImpl [id=1490741245, reachImps=6250, dayStart=5, dayEnd=14, targetSegment=[HIGH_INCOME, MALE], videoCoef=2.0, mobileCoef=1.5, budget=2007.0, advertiser=DummyAdnetwork-7]
05/04 06:26:40 INFO agents.DemandAgent|Day 4 :Notifying new campaign opportunity: CampaignImpl [id=899940024, reachImps=6250, dayStart=6, dayEnd=15, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:40 INFO sim.Simulation|***** START OF TIME 4 COMPLETE *****
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 899940024 Cmp Bid: 1
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 899940024 Cmp Bid: 1
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 899940024 Cmp Bid: 1
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 899940024 Cmp Bid: 3190
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 899940024 Cmp Bid: 1
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 899940024 Cmp Bid: 1
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.2 Cmp ID: 899940024 Cmp Bid: 2008
05/04 06:26:40 FINE agents.DemandAgent|Day 4 :Got AdNetBidMessage from adv1 : UCS Bid: 0.1645804165011474 Cmp ID: 899940024 Cmp Bid: 504
05/04 06:26:50 INFO sim.Simulation|***** START OF TIME 5 *****
05/04 06:26:50 INFO agents.DemandAgent|Day 5 : Auction pending campaign: CampaignImpl [id=899940024, reachImps=6250, dayStart=6, dayEnd=15, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Reporting auction results...CampaignImpl [id=899940024, reachImps=6250, dayStart=6, dayEnd=15, targetSegment=[YOUNG, FEMALE], videoCoef=2.0, mobileCoef=1.5, budget=3.19, advertiser=DummyAdnetwork-7]
05/04 06:26:50 INFO agents.DemandAgent|Day 5 :Notifying new campaign opportunity: CampaignImpl [id=826634420, reachImps=6250, dayStart=7, dayEnd=16, targetSegment=[FEMALE, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:26:50 INFO sim.Simulation|***** START OF TIME 5 COMPLETE *****
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 826634420 Cmp Bid: 1
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 826634420 Cmp Bid: 1
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 826634420 Cmp Bid: 1
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 826634420 Cmp Bid: 2120
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 826634420 Cmp Bid: 1
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 826634420 Cmp Bid: 1
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 826634420 Cmp Bid: 2153
05/04 06:26:50 FINE agents.DemandAgent|Day 5 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17011960631569795 Cmp ID: 826634420 Cmp Bid: 490
05/04 06:27:00 INFO sim.Simulation|***** START OF TIME 6 *****
05/04 06:27:00 INFO agents.DemandAgent|Day 6 : Auction pending campaign: CampaignImpl [id=826634420, reachImps=6250, dayStart=7, dayEnd=16, targetSegment=[FEMALE, OLD], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:27:00 INFO demand.CampaignImpl|Campaign 1422345554 ended for advertiser DummyAdnetwork. Stats CampaignStats [tartgetedImps=1252.0, otherImps=0.0, cost=1260.0004993706925] Reach 1250 ERR 1.0015559063792994 Budget 1.25 Revenue 1.2519448829741242
05/04 06:27:00 INFO demand.CampaignImpl|Campaign 389160313 ended for advertiser DummyAdnetwork-7. Stats CampaignStats [tartgetedImps=272.0, otherImps=0.0, cost=1260.0] Reach 1250 ERR 0.05570712508228632 Budget 1.25 Revenue 0.0696339063528579
05/04 06:27:00 INFO demand.CampaignImpl|Campaign 966499403 ended for advertiser DummyAdnetwork-6. Stats CampaignStats [tartgetedImps=1254.0, otherImps=0.0, cost=40.00061565206164] Reach 1250 ERR 1.0031402967907708 Budget 1.25 Revenue 1.2539253709884635
05/04 06:27:00 INFO demand.CampaignImpl|Campaign 1618097247 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 1250 ERR 0.0 Budget 1.25 Revenue 0.0
05/04 06:27:00 INFO demand.CampaignImpl|Campaign 2110614707 ended for advertiser DummyAdnetwork-5. Stats CampaignStats [tartgetedImps=1252.0, otherImps=0.0, cost=8.146235270358752E-4] Reach 1250 ERR 1.0015559063792994 Budget 1.25 Revenue 1.2519448829741242
05/04 06:27:00 INFO demand.CampaignImpl|Campaign 1294595552 ended for advertiser DummyAdnetwork-4. Stats CampaignStats [tartgetedImps=1255.0, otherImps=0.0, cost=2520.000265753003] Reach 1250 ERR 1.0039286166590384 Budget 1.25 Revenue 1.254910770823798
05/04 06:27:00 INFO demand.CampaignImpl|Campaign 318743310 ended for advertiser DummyAdnetwork-3. Stats CampaignStats [tartgetedImps=1251.0, otherImps=0.0, cost=7.019235544785884E-4] Reach 1250 ERR 1.0007598187470461 Budget 1.25 Revenue 1.2509497734338075
05/04 06:27:00 INFO demand.CampaignImpl|Campaign 1721251321 ended for advertiser DummyAdnetwork-2. Stats CampaignStats [tartgetedImps=1255.0, otherImps=0.0, cost=7.81589118824402E-4] Reach 1250 ERR 1.0039286166590384 Budget 1.25 Revenue 1.254910770823798
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Reporting auction results...CampaignImpl [id=826634420, reachImps=6250, dayStart=7, dayEnd=16, targetSegment=[FEMALE, OLD], videoCoef=2.0, mobileCoef=1.5, budget=2.153, advertiser=DummyAdnetwork-4]
05/04 06:27:00 INFO agents.DemandAgent|Day 6 :Notifying new campaign opportunity: CampaignImpl [id=874801425, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:27:00 INFO sim.Simulation|***** START OF TIME 6 COMPLETE *****
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 874801425 Cmp Bid: 1
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 874801425 Cmp Bid: 1
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 874801425 Cmp Bid: 1
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 874801425 Cmp Bid: 3146
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 874801425 Cmp Bid: 1
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 874801425 Cmp Bid: 1
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 874801425 Cmp Bid: 2216
05/04 06:27:00 FINE agents.DemandAgent|Day 6 :Got AdNetBidMessage from adv1 : UCS Bid: 0.12888061245932675 Cmp ID: 874801425 Cmp Bid: 498
05/04 06:27:10 INFO sim.Simulation|***** START OF TIME 7 *****
05/04 06:27:10 INFO agents.DemandAgent|Day 7 : Auction pending campaign: CampaignImpl [id=874801425, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:27:10 FINE agents.DemandAgent|Day 7 :Reporting auction results...CampaignImpl [id=874801425, reachImps=6250, dayStart=8, dayEnd=17, targetSegment=[OLD, LOW_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=5.124824834642304, advertiser=DummyAdnetwork-4]
05/04 06:27:10 INFO agents.DemandAgent|Day 7 :Notifying new campaign opportunity: CampaignImpl [id=1696166293, reachImps=6250, dayStart=9, dayEnd=13, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:27:10 INFO sim.Simulation|***** START OF TIME 7 COMPLETE *****
05/04 06:27:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 1696166293 Cmp Bid: 1
05/04 06:27:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 1696166293 Cmp Bid: 1
05/04 06:27:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 1696166293 Cmp Bid: 1
05/04 06:27:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.2 Cmp ID: 1696166293 Cmp Bid: 3020
05/04 06:27:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 1696166293 Cmp Bid: 1
05/04 06:27:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 1696166293 Cmp Bid: 1
05/04 06:27:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 1696166293 Cmp Bid: 2625
05/04 06:27:11 FINE agents.DemandAgent|Day 7 :Got AdNetBidMessage from adv1 : UCS Bid: 0.17447989480279105 Cmp ID: 1696166293 Cmp Bid: 1015
05/04 06:27:20 INFO sim.Simulation|***** START OF TIME 8 *****
05/04 06:27:20 INFO agents.DemandAgent|Day 8 : Auction pending campaign: CampaignImpl [id=1696166293, reachImps=6250, dayStart=9, dayEnd=13, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:27:20 INFO demand.CampaignImpl|Campaign 1572208719 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 6250 ERR 0.0 Budget 2.237 Revenue 0.0
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Reporting auction results...CampaignImpl [id=1696166293, reachImps=6250, dayStart=9, dayEnd=13, targetSegment=[YOUNG, HIGH_INCOME], videoCoef=2.0, mobileCoef=1.5, budget=3020.0, advertiser=DummyAdnetwork-4]
05/04 06:27:20 INFO agents.DemandAgent|Day 8 :Notifying new campaign opportunity: CampaignImpl [id=411931914, reachImps=12500, dayStart=10, dayEnd=14, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:27:20 INFO sim.Simulation|***** START OF TIME 8 COMPLETE *****
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork : UCS Bid: 0.2 Cmp ID: 411931914 Cmp Bid: 1
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-2 : UCS Bid: 0.2 Cmp ID: 411931914 Cmp Bid: 1
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-3 : UCS Bid: 0.2 Cmp ID: 411931914 Cmp Bid: 1
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-4 : UCS Bid: 0.0 Cmp ID: 411931914 Cmp Bid: 3294
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-5 : UCS Bid: 0.2 Cmp ID: 411931914 Cmp Bid: 1
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-6 : UCS Bid: 0.2 Cmp ID: 411931914 Cmp Bid: 1
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from DummyAdnetwork-7 : UCS Bid: 0.0 Cmp ID: 411931914 Cmp Bid: 2749
05/04 06:27:20 FINE agents.DemandAgent|Day 8 :Got AdNetBidMessage from adv1 : UCS Bid: 0.18886793125459883 Cmp ID: 411931914 Cmp Bid: 2002
05/04 06:27:30 INFO sim.Simulation|***** START OF TIME 9 *****
05/04 06:27:30 INFO agents.DemandAgent|Day 9 : Auction pending campaign: CampaignImpl [id=411931914, reachImps=12500, dayStart=10, dayEnd=14, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=null, advertiser=null]
05/04 06:27:30 INFO demand.CampaignImpl|Campaign 1550627562 ended for advertiser adv1. Stats CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0] Reach 3750 ERR 0.0 Budget 2.26 Revenue 0.0
05/04 06:27:30 FINE agents.DemandAgent|Day 9 :Reporting auction results...CampaignImpl [id=411931914, reachImps=12500, dayStart=10, dayEnd=14, targetSegment=[YOUNG, MALE], videoCoef=2.0, mobileCoef=1.5, budget=12.529464624942788, advertiser=DummyAdnetwork-4]
